,Fiscal Year Period,Fiscal Year,Service,Department,Program,Fund,Category,Expense Category,Account Code,Invoice Description,Vendor,Vendor Number,Zip,Contract Number,PO Number,PO Line,Invoice Number,Invoice Line,Invoice Distribution Line,Amount,Invoice Date,Payment Method,Payment Date,Payment Number,Payment Status
311,4,2014,Housing and Community Development,Permitting Services,Administration,Permitting,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,4608968,1.0,1,9575.64,10/7/13,EFT,10/11/13,363973,RECONCILED
312,3,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135456S20180930,1.0,1,1001569.95,8/30/18,WIRE,9/30/18,1101749,RECONCILED
313,3,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,91218,3.0,1,452500.0,9/12/18,WIRE,9/26/18,1101743,RECONCILED
314,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000133662S20151030,1.0,1,1729695.86,9/30/15,WIRE,10/30/15,1005435,RECONCILED
315,6,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,654631,1.0,1,16459.73,12/6/19,EFT,12/27/19,583199,RECONCILED
316,7,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,684034,1.0,1,872642.11,1/6/20,EFT,1/29/20,586783,RECONCILED
317,3,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,192329,1.0,1,104649.7,9/11/18,EFT,10/9/18,534112,RECONCILED
318,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80106,Term Purchase Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135206S20140701,1.0,1,2097543.66,6/2/14,WIRE,7/1/14,1004025,RECONCILED
319,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,607882.0,7/1/13,WIRE,7/1/13,1003021,RECONCILED
320,5,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,112116A,1.0,1,1078050.0,11/21/16,WIRE,12/1/16,1006526,RECONCILED
321,7,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,121914A,1.0,1,2934050.0,12/19/14,WIRE,1/2/15,1004545,RECONCILED
322,3,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,91218,1.0,1,387500.0,9/12/18,WIRE,9/26/18,1101743,RECONCILED
323,6,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121713,1.0,1,327500.0,12/17/13,WIRE,12/24/13,1003488,RECONCILED
324,11,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,050914A,1.0,1,2855000.0,5/9/14,WIRE,6/2/14,1003948,RECONCILED
325,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,61716,1.0,1,1670200.0,6/17/16,WIRE,7/5/16,1006102,RECONCILED
326,1,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,061215A,1.0,1,23131140.0,6/12/15,WIRE,7/2/15,1005128,RECONCILED
327,11,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,050914A,1.0,1,737500.0,5/9/14,WIRE,6/2/14,1003948,RECONCILED
328,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,040816A,1.0,1,625000.0,4/8/16,WIRE,5/2/16,1005945,NEGOTIABLE
329,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,1596640.0,7/1/13,WIRE,7/1/13,1003021,RECONCILED
330,4,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102114A,1.0,1,2935530.0,10/21/14,WIRE,11/3/14,1004394,RECONCILED
331,6,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,654559,1.0,1,979256.83,12/6/19,EFT,12/27/19,583210,RECONCILED
332,10,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,041814A,1.0,1,467763.99,4/18/14,WIRE,5/1/14,1003842,RECONCILED
333,7,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5086312,1.0,1,790167.53,1/5/15,EFT,1/28/15,401953,RECONCILED
334,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,61716,1.0,1,834736.0,6/17/16,WIRE,7/5/16,1006102,RECONCILED
335,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,15274-7046,,,,41615,1.0,1,1432760.0,4/16/15,WIRE,4/16/15,1004820,RECONCILED
336,9,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,032514A,1.0,1,1405000.0,3/25/14,WIRE,4/1/14,1003755,RECONCILED
337,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,62514,1.0,1,1846028.0,6/25/14,WIRE,7/1/14,1004027,RECONCILED
338,1,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072015A,1.0,1,13058333.33,7/20/15,WIRE,7/31/15,1005198,RECONCILED
339,4,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000133662S20161030,1.0,1,1786464.41,10/27/16,WIRE,10/28/16,1006430,RECONCILED
340,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,040816A,1.0,1,12480000.0,4/8/16,WIRE,5/2/16,1005945,NEGOTIABLE
341,11,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,52115,1.0,1,737500.0,5/21/15,WIRE,6/1/15,1004977,RECONCILED
342,9,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,032514A,1.0,1,25000.0,3/25/14,WIRE,4/1/14,1003755,RECONCILED
343,9,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,753230,1.0,1,591013.02,3/17/20,EFT,4/8/20,594293,RECONCILED
344,10,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,041814A,1.0,1,625000.0,4/18/14,WIRE,5/1/14,1003842,RECONCILED
345,6,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,121913A,1.0,1,249900.0,12/19/13,WIRE,1/1/14,1003515,RECONCILED
346,1,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062618A,3.0,1,2580360.0,6/26/18,WIRE,7/2/18,1101526,RECONCILED
347,12,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5245065,1.0,1,900062.44,6/5/15,EFT,6/26/15,414115,RECONCILED
348,6,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121815,1.0,1,348750.0,12/18/15,WIRE,12/24/15,1005593,RECONCILED
349,4,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102114A,1.0,1,2423165.0,10/21/14,WIRE,11/3/14,1004394,RECONCILED
350,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,3929260.14,7/1/13,WIRE,7/1/13,1003021,RECONCILED
351,12,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5976135,1.0,1,15672.39,6/5/17,EFT,6/28/17,481421,RECONCILED
352,4,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102113A,1.0,1,12892703.22,10/21/13,WIRE,11/1/13,1003350,RECONCILED
353,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,62514,1.0,1,10711245.0,6/25/14,WIRE,7/1/14,1004027,RECONCILED
354,1,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062618A,5.0,1,2930060.0,6/26/18,WIRE,7/2/18,1101526,RECONCILED
355,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,101515A,1.0,1,12214151.0,10/15/15,WIRE,10/30/15,1005440,RECONCILED
356,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042915A,1.0,1,3275000.0,4/29/15,WIRE,5/1/15,1004882,RECONCILED
357,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,61716,1.0,1,11437215.0,6/17/16,WIRE,7/5/16,1006102,RECONCILED
358,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,15274-7046,,,,41615,1.0,1,377080.0,4/16/15,WIRE,4/16/15,1004820,RECONCILED
359,7,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5824188,1.0,1,822178.23,1/5/17,EFT,1/27/17,463305,RECONCILED
360,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042915A,1.0,1,625000.0,4/29/15,WIRE,5/1/15,1004882,RECONCILED
361,7,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,121914A,1.0,1,266072.0,12/19/14,WIRE,1/2/15,1004545,RECONCILED
362,6,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,643061,1.0,1,297199.0,12/2/19,EFT,12/27/19,583212,RECONCILED
363,10,2017,Housing and Community Development,Permitting Services,Administration,Permitting,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5915370,1.0,1,9575.64,4/5/17,EFT,4/26/17,473288,RECONCILED
364,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,15274-7046,,,,41416,1.0,1,1449950.0,4/14/16,WIRE,4/15/16,1005904,RECONCILED
365,9,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,31114,1.0,1,327500.0,3/11/14,WIRE,3/26/14,1003746,RECONCILED
366,12,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5976136,1.0,1,44175.84,6/5/17,EFT,6/28/17,481420,RECONCILED
367,1,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062618A,4.0,1,31228155.0,6/26/18,WIRE,7/2/18,1101526,RECONCILED
368,10,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042717A,1.0,1,520000.0,4/27/17,WIRE,5/1/17,1006933,RECONCILED
369,3,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,91114,1.0,1,898429.57,9/11/14,WIRE,10/1/14,1004276,RECONCILED
370,12,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5613262,1.0,1,159411.36,6/6/16,EFT,6/28/16,443995,RECONCILED
371,11,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,US BANK TRUST NATIONAL ASSOCIATION,12231,55486,,,,53117,1.0,1,210000.0,5/31/17,WIRE,6/1/17,1007005,RECONCILED
372,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,1405148.0,7/1/13,WIRE,7/1/13,1003021,RECONCILED
373,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,61716,1.0,1,5968476.37,6/17/16,WIRE,7/5/16,1006102,RECONCILED
374,2,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082014A,1.0,1,288728.73,8/20/14,WIRE,9/2/14,1004198,RECONCILED
375,2,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 080113 GO PRINCIPAL,1.0,1,7275000.0,8/1/13,WIRE,8/1/13,1003110,RECONCILED
376,2,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082014A,1.0,1,256787.0,8/20/14,WIRE,9/2/14,1004198,RECONCILED
377,10,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042717A,1.0,1,2350000.0,4/27/17,WIRE,5/1/17,1006933,RECONCILED
378,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042915A,1.0,1,4350000.0,4/29/15,WIRE,5/1/15,1004882,RECONCILED
379,5,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,112116A,1.0,1,3329000.0,11/21/16,WIRE,12/1/16,1006526,RECONCILED
380,12,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,61516,2.0,1,358750.0,6/15/16,WIRE,6/27/16,1006085,NEGOTIABLE
